CurrentTime ,Frame, Theta1[rad], Theta2[rad], Theta3[rad], Theta4[rad], Wire[m], ControlSW, Theta.xboom [m], Theta.yboom [m], Theta.zboom [m], Theta.Xload [m], Theta.yload [m], Theta.Zload [m]
2024-06-22 19:00:49.163,716216,-0.03475,0.00212,0.76050,1.53972,1.01823,0,-0.00000,1.54998,1.62916,1.59309,0.53237,0.04737
2024-06-22 19:00:49.171,716217,-0.03473,0.00205,0.76049,1.53972,1.01823,0,0.00000,1.54998,1.62917,1.59311,0.53237,0.04743
2024-06-22 19:00:49.179,716218,-0.03469,0.00198,0.76049,1.53973,1.01824,0,-0.00000,1.54999,1.62918,1.59315,0.53237,0.04748
2024-06-22 19:00:49.189,716219,-0.03466,0.00192,0.76048,1.53974,1.01821,0,0.00000,1.54996,1.62918,1.59319,0.53236,0.04753
2024-06-22 19:00:49.196,716220,-0.03463,0.00186,0.76048,1.53975,1.01820,0,0.00000,1.54995,1.62919,1.59323,0.53236,0.04758
2024-06-22 19:00:49.205,716221,-0.03459,0.00183,0.76047,1.53974,1.01818,0,0.00000,1.54993,1.62919,1.59326,0.53236,0.04763
2024-06-22 19:00:49.213,716222,-0.03455,0.00178,0.76048,1.53974,1.01820,0,0.00000,1.54995,1.62918,1.59330,0.53236,0.04768
2024-06-22 19:00:49.221,716223,-0.03453,0.00174,0.76048,1.53973,1.01819,0,0.00000,1.54996,1.62918,1.59332,0.53238,0.04773
2024-06-22 19:00:49.229,716224,-0.03451,0.00173,0.76049,1.53972,1.01821,0,0.00000,1.54998,1.62918,1.59333,0.53238,0.04777
2024-06-22 19:00:49.239,716225,-0.03448,0.00169,0.76049,1.53971,1.01821,0,0.00000,1.54999,1.62918,1.59336,0.53239,0.04782
2024-06-22 19:00:49.246,716226,-0.03444,0.00165,0.76050,1.53971,1.01822,0,0.00000,1.55001,1.62917,1.59339,0.53239,0.04786
2024-06-22 19:00:49.255,716227,-0.03441,0.00162,0.76051,1.53971,1.01823,0,-0.00000,1.55002,1.62917,1.59342,0.53239,0.04790
2024-06-22 19:00:49.264,716228,-0.03443,0.00158,0.76049,1.53972,1.01822,0,-0.00000,1.55001,1.62922,1.59346,0.53240,0.04794
2024-06-22 19:00:49.271,716229,-0.03433,0.00151,0.76050,1.53973,1.01819,0,-0.00000,1.54999,1.62917,1.59350,0.53240,0.04799
2024-06-22 19:00:49.280,716230,-0.03429,0.00147,0.76049,1.53972,1.01820,0,-0.00000,1.54999,1.62918,1.59355,0.53239,0.04803
2024-06-22 19:00:49.289,716231,-0.03424,0.00141,0.76048,1.53972,1.01818,0,0.00000,1.54995,1.62919,1.59360,0.53236,0.04810
2024-06-22 19:00:49.297,716232,-0.03418,0.00135,0.76047,1.53974,1.01819,0,0.00000,1.54994,1.62920,1.59368,0.53235,0.04814
2024-06-22 19:00:49.304,716233,-0.03412,0.00132,0.76047,1.53973,1.01820,0,0.00000,1.54994,1.62920,1.59374,0.53234,0.04818
2024-06-22 19:00:49.314,716234,-0.03407,0.00128,0.76047,1.53974,1.01819,0,-0.00000,1.54994,1.62920,1.59379,0.53234,0.04821
2024-06-22 19:00:49.321,716235,-0.03401,0.00126,0.76048,1.53974,1.01820,0,-0.00000,1.54996,1.62919,1.59384,0.53235,0.04824
2024-06-22 19:00:49.330,716236,-0.03401,0.00123,0.76047,1.53974,1.01821,0,0.00000,1.54998,1.62924,1.59388,0.53236,0.04826
2024-06-22 19:00:49.339,716237,-0.03396,0.00121,0.76048,1.53973,1.01822,0,0.00000,1.55000,1.62923,1.59392,0.53237,0.04829
2024-06-22 19:00:49.346,716238,-0.03386,0.00120,0.76050,1.53972,1.01821,0,0.00000,1.54999,1.62918,1.59397,0.53237,0.04833
2024-06-22 19:00:49.355,716239,-0.03381,0.00120,0.76050,1.53970,1.01821,0,0.00000,1.54999,1.62918,1.59403,0.53237,0.04836
2024-06-22 19:00:49.363,716240,-0.03379,0.00116,0.76049,1.53971,1.01822,0,-0.00000,1.55001,1.62922,1.59408,0.53237,0.04838
2024-06-22 19:00:49.372,716241,-0.03369,0.00115,0.76050,1.53971,1.01819,0,-0.00000,1.54999,1.62917,1.59415,0.53237,0.04840
2024-06-22 19:00:49.380,716242,-0.03363,0.00114,0.76049,1.53971,1.01819,0,-0.00000,1.54999,1.62918,1.59421,0.53237,0.04841
2024-06-22 19:00:49.388,716243,-0.03355,0.00110,0.76049,1.53973,1.01820,0,-0.00000,1.54998,1.62918,1.59429,0.53235,0.04843
2024-06-22 19:00:49.396,716244,-0.03362,0.00120,0.76048,1.53974,1.01836,0,0.00000,1.54995,1.62919,1.59422,0.53217,0.04831
2024-06-22 19:00:49.405,716245,-0.03337,0.00109,0.76048,1.53973,1.01818,0,-0.00000,1.54995,1.62919,1.59448,0.53233,0.04843
2024-06-22 19:00:49.413,716246,-0.03330,0.00107,0.76048,1.53973,1.01819,0,-0.00000,1.54996,1.62919,1.59455,0.53233,0.04846
