CurrentTime ,Frame, Theta1[rad], Theta2[rad], Theta3[rad], Theta4[rad], Wire[m], ControlSW, Theta.xboom [m], Theta.yboom [m], Theta.zboom [m], Theta.Xload [m], Theta.yload [m], Theta.Zload [m]
2024-06-22 19:05:28.706,749761,-0.03719,-0.00091,0.76050,1.54869,1.02276,0,0.00000,1.54999,1.62917,1.59074,0.52794,0.03611
2024-06-22 19:05:28.714,749762,-0.03713,-0.00088,0.76050,1.54871,1.02278,0,-0.00000,1.55000,1.62918,1.59081,0.52792,0.03605
2024-06-22 19:05:28.722,749763,-0.03702,-0.00086,0.76050,1.54871,1.02275,0,0.00000,1.55001,1.62918,1.59091,0.52797,0.03602
2024-06-22 19:05:28.730,749764,-0.03701,-0.00080,0.76051,1.54871,1.02276,0,-0.00000,1.55003,1.62918,1.59093,0.52797,0.03596
2024-06-22 19:05:28.739,749765,-0.03700,-0.00073,0.76051,1.54869,1.02275,0,0.00000,1.55002,1.62917,1.59093,0.52798,0.03591
2024-06-22 19:05:28.747,749766,-0.03699,-0.00066,0.76050,1.54869,1.02274,0,0.00000,1.55001,1.62917,1.59095,0.52798,0.03586
2024-06-22 19:05:28.755,749767,-0.03702,-0.00057,0.76050,1.54868,1.02278,0,-0.00000,1.54999,1.62917,1.59092,0.52792,0.03577
2024-06-22 19:05:28.765,749768,-0.03698,-0.00049,0.76050,1.54867,1.02276,0,0.00000,1.54999,1.62917,1.59096,0.52793,0.03571
2024-06-22 19:05:28.772,749769,-0.03692,-0.00040,0.76050,1.54868,1.02276,0,-0.00000,1.55000,1.62916,1.59101,0.52794,0.03560
2024-06-22 19:05:28.781,749770,-0.03679,-0.00034,0.76052,1.54870,1.02273,0,-0.00000,1.55004,1.62916,1.59115,0.52800,0.03551
2024-06-22 19:05:28.789,749771,-0.03674,-0.00027,0.76052,1.54870,1.02276,0,0.00000,1.55006,1.62916,1.59120,0.52799,0.03543
2024-06-22 19:05:28.797,749772,-0.03669,-0.00018,0.76051,1.54869,1.02275,0,-0.00000,1.55004,1.62917,1.59126,0.52798,0.03536
2024-06-22 19:05:28.806,749773,-0.03664,-0.00010,0.76050,1.54868,1.02274,0,0.00000,1.55001,1.62918,1.59132,0.52796,0.03530
2024-06-22 19:05:28.815,749774,-0.03660,0.00000,0.76049,1.54867,1.02270,0,0.00000,1.54998,1.62917,1.59137,0.52797,0.03522
2024-06-22 19:05:28.823,749775,-0.03655,0.00011,0.76050,1.54866,1.02270,0,-0.00000,1.55000,1.62916,1.59141,0.52798,0.03512
2024-06-22 19:05:28.832,749776,-0.03649,0.00019,0.76051,1.54868,1.02271,0,0.00000,1.55002,1.62916,1.59147,0.52799,0.03501
2024-06-22 19:05:28.839,749777,-0.03640,0.00029,0.76051,1.54869,1.02270,0,-0.00000,1.55001,1.62917,1.59157,0.52799,0.03489
2024-06-22 19:05:28.848,749778,-0.03629,0.00037,0.76051,1.54871,1.02274,0,0.00000,1.55004,1.62918,1.59169,0.52797,0.03479
2024-06-22 19:05:28.856,749779,-0.03620,0.00046,0.76050,1.54871,1.02274,0,0.00000,1.55002,1.62919,1.59179,0.52795,0.03469
2024-06-22 19:05:28.865,749780,-0.03611,0.00057,0.76050,1.54870,1.02274,0,0.00000,1.55001,1.62918,1.59188,0.52794,0.03461
2024-06-22 19:05:28.873,749781,-0.03606,0.00072,0.76051,1.54867,1.02273,0,0.00000,1.55001,1.62917,1.59192,0.52795,0.03450
2024-06-22 19:05:28.881,749782,-0.03600,0.00085,0.76051,1.54866,1.02272,0,-0.00000,1.55003,1.62916,1.59199,0.52797,0.03437
2024-06-22 19:05:28.889,749783,-0.03593,0.00097,0.76051,1.54867,1.02271,0,-0.00000,1.55003,1.62916,1.59205,0.52798,0.03425
2024-06-22 19:05:28.898,749784,-0.03578,0.00108,0.76051,1.54868,1.02272,0,-0.00000,1.55003,1.62917,1.59222,0.52796,0.03410
2024-06-22 19:05:28.905,749785,-0.03565,0.00117,0.76051,1.54871,1.02273,0,0.00000,1.55002,1.62918,1.59236,0.52794,0.03398
2024-06-22 19:05:28.915,749786,-0.03553,0.00127,0.76051,1.54872,1.02275,0,0.00000,1.55004,1.62918,1.59249,0.52793,0.03386
2024-06-22 19:05:28.923,749787,-0.03543,0.00140,0.76050,1.54871,1.02273,0,-0.00000,1.55002,1.62918,1.59259,0.52793,0.03375
2024-06-22 19:05:28.931,749788,-0.03536,0.00154,0.76050,1.54868,1.02271,0,0.00000,1.55000,1.62918,1.59267,0.52793,0.03365
2024-06-22 19:05:28.939,749789,-0.03529,0.00167,0.76050,1.54867,1.02271,0,0.00000,1.55000,1.62917,1.59274,0.52794,0.03354
2024-06-22 19:05:28.948,749790,-0.03522,0.00177,0.76050,1.54868,1.02268,0,-0.00000,1.54999,1.62917,1.59282,0.52794,0.03343
2024-06-22 19:05:28.956,749791,-0.03512,0.00187,0.76049,1.54869,1.02267,0,0.00000,1.54998,1.62917,1.59291,0.52795,0.03331
2024-06-22 19:05:28.964,749792,-0.03503,0.00197,0.76050,1.54871,1.02268,0,0.00000,1.54999,1.62918,1.59302,0.52795,0.03318
2024-06-22 19:05:28.972,749793,-0.03492,0.00207,0.76051,1.54872,1.02271,0,0.00000,1.55003,1.62917,1.59313,0.52794,0.03305
2024-06-22 19:05:28.981,749794,-0.03480,0.00221,0.76051,1.54871,1.02271,0,0.00000,1.55004,1.62917,1.59325,0.52795,0.03293
2024-06-22 19:05:28.990,749795,-0.03470,0.00236,0.76051,1.54869,1.02271,0,0.00000,1.55003,1.62917,1.59335,0.52794,0.03282
2024-06-22 19:05:28.998,749796,-0.03461,0.00252,0.76050,1.54867,1.02269,0,-0.00000,1.55001,1.62918,1.59346,0.52793,0.03268
2024-06-22 19:05:29.006,749797,-0.03450,0.00268,0.76050,1.54866,1.02268,0,0.00000,1.55001,1.62917,1.59356,0.52794,0.03254
2024-06-22 19:05:29.015,749798,-0.03440,0.00281,0.76051,1.54868,1.02270,0,-0.00000,1.55002,1.62917,1.59366,0.52793,0.03239
2024-06-22 19:05:29.022,749799,-0.03431,0.00292,0.76051,1.54869,1.02269,0,-0.00000,1.55003,1.62917,1.59376,0.52794,0.03225
2024-06-22 19:05:29.031,749800,-0.03418,0.00303,0.76051,1.54871,1.02270,0,-0.00000,1.55003,1.62918,1.59391,0.52793,0.03211
2024-06-22 19:05:29.039,749801,-0.03402,0.00312,0.76051,1.54873,1.02272,0,0.00000,1.55003,1.62918,1.59407,0.52790,0.03199
2024-06-22 19:05:29.048,749802,-0.03392,0.00325,0.76050,1.54871,1.02269,0,-0.00000,1.55000,1.62919,1.59419,0.52790,0.03189
2024-06-22 19:05:29.056,749803,-0.03383,0.00338,0.76050,1.54869,1.02269,0,-0.00000,1.55001,1.62918,1.59428,0.52791,0.03179
2024-06-22 19:05:29.065,749804,-0.03374,0.00353,0.76050,1.54867,1.02265,0,0.00000,1.54999,1.62917,1.59436,0.52792,0.03167
2024-06-22 19:05:29.073,749805,-0.03363,0.00370,0.76051,1.54865,1.02265,0,0.00000,1.55001,1.62916,1.59446,0.52794,0.03153
2024-06-22 19:05:29.081,749806,-0.03348,0.00383,0.76052,1.54867,1.02268,0,0.00000,1.55004,1.62916,1.59462,0.52794,0.03138
2024-06-22 19:05:29.090,749807,-0.03333,0.00393,0.76051,1.54870,1.02268,0,-0.00000,1.55004,1.62917,1.59479,0.52794,0.03124
2024-06-22 19:05:29.097,749808,-0.03317,0.00403,0.76052,1.54872,1.02272,0,-0.00000,1.55006,1.62918,1.59497,0.52791,0.03109
2024-06-22 19:05:29.106,749809,-0.03308,0.00417,0.76051,1.54872,1.02272,0,0.00000,1.55005,1.62918,1.59506,0.52790,0.03096
2024-06-22 19:05:29.114,749810,-0.03297,0.00434,0.76051,1.54869,1.02270,0,0.00000,1.55004,1.62917,1.59517,0.52791,0.03084
2024-06-22 19:05:29.122,749811,-0.03286,0.00450,0.76051,1.54866,1.02267,0,0.00000,1.55002,1.62916,1.59528,0.52791,0.03072
2024-06-22 19:05:29.131,749812,-0.03289,0.00479,0.76049,1.54864,1.02284,0,-0.00000,1.54998,1.62917,1.59525,0.52770,0.03045
2024-06-22 19:05:29.140,749813,-0.03268,0.00481,0.76049,1.54864,1.02268,0,0.00000,1.54997,1.62918,1.59547,0.52785,0.03043
2024-06-22 19:05:29.148,749814,-0.03246,0.00487,0.76050,1.54868,1.02263,0,-0.00000,1.55000,1.62918,1.59571,0.52792,0.03031
2024-06-22 19:05:29.156,749815,-0.03232,0.00497,0.76051,1.54871,1.02265,0,0.00000,1.55004,1.62919,1.59587,0.52793,0.03016
