CurrentTime ,Frame, Theta1[rad], Theta2[rad], Theta3[rad], Theta4[rad], Wire[m], ControlSW, Theta.xboom [m], Theta.yboom [m], Theta.zboom [m], Theta.Xload [m], Theta.yload [m], Theta.Zload [m]
2024-06-22 19:07:54.856,767299,-0.03362,0.00114,0.76054,1.55989,1.02305,0,-0.00000,1.55008,1.62914,1.59467,0.52762,0.01623
2024-06-22 19:07:54.865,767300,-0.03378,0.00097,0.76043,1.56002,1.02267,0,-0.00000,1.54979,1.62919,1.59457,0.52770,0.01620
2024-06-22 19:07:54.873,767301,-0.03397,0.00109,0.76047,1.55997,1.02260,0,-0.00000,1.54988,1.62915,1.59433,0.52787,0.01616
2024-06-22 19:07:54.881,767302,-0.03414,0.00120,0.76052,1.55991,1.02258,0,0.00000,1.54999,1.62910,1.59412,0.52801,0.01612
2024-06-22 19:07:54.890,767303,-0.03430,0.00119,0.76055,1.55985,1.02230,0,0.00000,1.55006,1.62906,1.59392,0.52837,0.01623
2024-06-22 19:07:54.898,767304,-0.03453,0.00162,0.76057,1.55980,1.02275,0,-0.00000,1.55010,1.62905,1.59366,0.52796,0.01587
2024-06-22 19:07:54.906,767305,-0.03465,0.00168,0.76057,1.55979,1.02280,0,-0.00000,1.55011,1.62905,1.59354,0.52793,0.01581
2024-06-22 19:07:54.915,767306,-0.03460,0.00163,0.76058,1.55982,1.02277,0,-0.00000,1.55014,1.62906,1.59360,0.52798,0.01583
2024-06-22 19:07:54.924,767307,-0.03439,0.00132,0.76056,1.55986,1.02250,0,-0.00000,1.55010,1.62909,1.59385,0.52820,0.01608
2024-06-22 19:07:54.931,767308,-0.03428,0.00134,0.76051,1.55992,1.02262,0,0.00000,1.54999,1.62912,1.59399,0.52797,0.01598
2024-06-22 19:07:54.941,767309,-0.03416,0.00128,0.76045,1.55997,1.02260,0,0.00000,1.54982,1.62916,1.59415,0.52782,0.01594
2024-06-22 19:07:54.949,767310,-0.03407,0.00126,0.76039,1.56001,1.02259,0,-0.00000,1.54968,1.62919,1.59428,0.52768,0.01590
2024-06-22 19:07:54.956,767311,-0.03402,0.00121,0.76038,1.56006,1.02265,0,-0.00000,1.54968,1.62921,1.59434,0.52762,0.01589
2024-06-22 19:07:54.966,767312,-0.03407,0.00122,0.76039,1.56007,1.02265,0,-0.00000,1.54971,1.62922,1.59430,0.52766,0.01587
2024-06-22 19:07:54.973,767313,-0.03420,0.00133,0.76039,1.56002,1.02255,0,0.00000,1.54970,1.62921,1.59417,0.52775,0.01583
2024-06-22 19:07:54.981,767314,-0.03428,0.00144,0.76044,1.55997,1.02257,0,0.00000,1.54981,1.62917,1.59405,0.52784,0.01579
2024-06-22 19:07:54.989,767315,-0.03438,0.00156,0.76047,1.55991,1.02258,0,-0.00000,1.54989,1.62914,1.59391,0.52791,0.01575
2024-06-22 19:07:54.998,767316,-0.03460,0.00175,0.76051,1.55987,1.02268,0,-0.00000,1.54997,1.62910,1.59364,0.52790,0.01562
2024-06-22 19:07:55.006,767317,-0.03481,0.00199,0.76055,1.55984,1.02281,0,0.00000,1.55008,1.62907,1.59340,0.52789,0.01541
