CurrentTime ,Frame, Theta1[rad], Theta2[rad], Theta3[rad], Theta4[rad], Wire[m], ControlSW, Theta.xboom [m], Theta.yboom [m], Theta.zboom [m], Theta.Xload [m], Theta.yload [m], Theta.Zload [m]
2024-06-22 18:58:14.645,697674,-0.03446,0.00190,0.76047,1.54332,1.01814,0,-0.00000,1.54990,1.62917,1.59354,0.53237,0.04186
2024-06-22 18:58:14.654,697675,-0.03439,0.00160,0.76046,1.54333,1.01813,0,-0.00000,1.54989,1.62917,1.59361,0.53236,0.04216
2024-06-22 18:58:14.662,697676,-0.03431,0.00131,0.76047,1.54333,1.01815,0,0.00000,1.54991,1.62917,1.59368,0.53236,0.04245
2024-06-22 18:58:14.670,697677,-0.03424,0.00100,0.76048,1.54336,1.01817,0,-0.00000,1.54993,1.62917,1.59374,0.53235,0.04272
2024-06-22 18:58:14.679,697678,-0.03416,0.00072,0.76047,1.54336,1.01817,0,0.00000,1.54992,1.62917,1.59382,0.53234,0.04300
2024-06-22 18:58:14.687,697679,-0.03409,0.00040,0.76047,1.54337,1.01816,0,0.00000,1.54990,1.62917,1.59388,0.53233,0.04331
2024-06-22 18:58:14.696,697680,-0.03404,0.00014,0.76046,1.54336,1.01814,0,0.00000,1.54989,1.62917,1.59392,0.53233,0.04360
2024-06-22 18:58:14.704,697681,-0.03401,-0.00013,0.76046,1.54334,1.01813,0,-0.00000,1.54989,1.62917,1.59395,0.53234,0.04391
2024-06-22 18:58:14.713,697682,-0.03396,-0.00038,0.76046,1.54332,1.01812,0,-0.00000,1.54989,1.62917,1.59399,0.53236,0.04420
2024-06-22 18:58:14.721,697683,-0.03389,-0.00067,0.76047,1.54332,1.01811,0,0.00000,1.54990,1.62916,1.59405,0.53237,0.04449
2024-06-22 18:58:14.730,697684,-0.03382,-0.00092,0.76047,1.54332,1.01811,0,-0.00000,1.54991,1.62916,1.59411,0.53238,0.04476
