CurrentTime ,Frame, Theta1[rad], Theta2[rad], Theta3[rad], Theta4[rad], Wire[m], ControlSW, Theta.xboom [m], Theta.yboom [m], Theta.zboom [m], Theta.Xload [m], Theta.yload [m], Theta.Zload [m]
2024-06-22 19:15:49.433,824248,-0.02866,0.00637,0.76040,1.53637,1.02225,0,-0.00000,1.54969,1.62918,1.59916,0.52789,0.04856
2024-06-22 19:15:49.441,824249,-0.02872,0.00633,0.76045,1.53635,1.02256,0,0.00000,1.54995,1.62928,1.59919,0.52784,0.04863
2024-06-22 19:15:49.450,824250,-0.02869,0.00621,0.76044,1.53638,1.02254,0,-0.00000,1.54989,1.62926,1.59921,0.52779,0.04870
2024-06-22 19:15:49.458,824251,-0.02873,0.00609,0.76042,1.53641,1.02252,0,0.00000,1.54986,1.62928,1.59918,0.52779,0.04879
2024-06-22 19:15:49.466,824252,-0.02879,0.00603,0.76043,1.53640,1.02251,0,0.00000,1.54987,1.62927,1.59911,0.52781,0.04886
2024-06-22 19:15:49.476,824253,-0.02889,0.00599,0.76044,1.53638,1.02248,0,0.00000,1.54989,1.62927,1.59900,0.52785,0.04892
2024-06-22 19:15:49.483,824254,-0.02899,0.00597,0.76048,1.53635,1.02252,0,-0.00000,1.54999,1.62924,1.59886,0.52791,0.04898
2024-06-22 19:15:49.492,824255,-0.02910,0.00599,0.76052,1.53630,1.02255,0,0.00000,1.55008,1.62920,1.59871,0.52798,0.04904
2024-06-22 19:15:49.501,824256,-0.02920,0.00601,0.76054,1.53625,1.02256,0,0.00000,1.55013,1.62918,1.59859,0.52803,0.04910
2024-06-22 19:15:49.509,824257,-0.02929,0.00591,0.76048,1.53629,1.02236,0,0.00000,1.54988,1.62912,1.59843,0.52797,0.04914
2024-06-22 19:15:49.517,824258,-0.02933,0.00585,0.76047,1.53628,1.02235,0,-0.00000,1.54986,1.62911,1.59838,0.52797,0.04922
2024-06-22 19:15:49.526,824259,-0.02940,0.00574,0.76046,1.53629,1.02235,0,-0.00000,1.54984,1.62912,1.59832,0.52795,0.04930
2024-06-22 19:15:49.534,824260,-0.02938,0.00561,0.76044,1.53631,1.02226,0,0.00000,1.54978,1.62914,1.59836,0.52798,0.04941
2024-06-22 19:15:49.542,824261,-0.02948,0.00556,0.76049,1.53628,1.02256,0,-0.00000,1.55004,1.62925,1.59836,0.52793,0.04950
2024-06-22 19:15:49.551,824262,-0.02943,0.00540,0.76047,1.53633,1.02255,0,-0.00000,1.54997,1.62923,1.59838,0.52788,0.04959
2024-06-22 19:15:49.558,824263,-0.02945,0.00528,0.76043,1.53635,1.02250,0,-0.00000,1.54986,1.62926,1.59839,0.52782,0.04968
2024-06-22 19:15:49.566,824264,-0.02951,0.00518,0.76042,1.53636,1.02249,0,0.00000,1.54984,1.62926,1.59833,0.52781,0.04977
2024-06-22 19:15:49.575,824265,-0.02960,0.00512,0.76042,1.53633,1.02248,0,-0.00000,1.54984,1.62925,1.59823,0.52783,0.04986
2024-06-22 19:15:49.583,824266,-0.02972,0.00509,0.76045,1.53631,1.02249,0,-0.00000,1.54991,1.62923,1.59807,0.52788,0.04994
2024-06-22 19:15:49.592,824267,-0.02988,0.00508,0.76048,1.53627,1.02254,0,-0.00000,1.55001,1.62925,1.59792,0.52794,0.04999
2024-06-22 19:15:49.601,824268,-0.03001,0.00499,0.76043,1.53630,1.02230,0,-0.00000,1.54975,1.62914,1.59769,0.52793,0.05004
2024-06-22 19:15:49.609,824269,-0.03018,0.00498,0.76045,1.53628,1.02240,0,-0.00000,1.54980,1.62913,1.59750,0.52788,0.05006
2024-06-22 19:15:49.617,824270,-0.03027,0.00495,0.76046,1.53626,1.02239,0,0.00000,1.54981,1.62912,1.59740,0.52790,0.05013
2024-06-22 19:15:49.626,824271,-0.03038,0.00485,0.76046,1.53627,1.02239,0,-0.00000,1.54981,1.62912,1.59728,0.52790,0.05021
2024-06-22 19:15:49.633,824272,-0.03045,0.00474,0.76045,1.53628,1.02239,0,-0.00000,1.54980,1.62913,1.59722,0.52789,0.05030
2024-06-22 19:15:49.642,824273,-0.03051,0.00460,0.76041,1.53631,1.02236,0,0.00000,1.54972,1.62916,1.59718,0.52784,0.05041
2024-06-22 19:15:49.651,824274,-0.03056,0.00450,0.76047,1.53630,1.02266,0,-0.00000,1.54995,1.62923,1.59719,0.52778,0.05052
2024-06-22 19:15:49.659,824275,-0.03055,0.00430,0.76043,1.53634,1.02258,0,0.00000,1.54987,1.62925,1.59722,0.52778,0.05065
2024-06-22 19:15:49.667,824276,-0.03060,0.00417,0.76041,1.53636,1.02255,0,-0.00000,1.54981,1.62927,1.59718,0.52774,0.05076
2024-06-22 19:15:49.676,824277,-0.03069,0.00406,0.76040,1.53637,1.02256,0,-0.00000,1.54980,1.62928,1.59710,0.52773,0.05085
2024-06-22 19:15:49.683,824278,-0.03079,0.00401,0.76043,1.53635,1.02262,0,0.00000,1.54987,1.62926,1.59697,0.52774,0.05094
2024-06-22 19:15:49.691,824279,-0.03093,0.00394,0.76045,1.53632,1.02262,0,0.00000,1.54990,1.62925,1.59681,0.52778,0.05104
2024-06-22 19:15:49.700,824280,-0.03110,0.00389,0.76047,1.53630,1.02269,0,-0.00000,1.54999,1.62927,1.59665,0.52780,0.05112
2024-06-22 19:15:49.708,824281,-0.03118,0.00377,0.76042,1.53633,1.02240,0,0.00000,1.54975,1.62917,1.59648,0.52785,0.05120
2024-06-22 19:15:49.717,824282,-0.03131,0.00371,0.76044,1.53631,1.02242,0,0.00000,1.54980,1.62915,1.59632,0.52789,0.05128
2024-06-22 19:15:49.726,824283,-0.03146,0.00363,0.76046,1.53630,1.02242,0,0.00000,1.54984,1.62914,1.59616,0.52793,0.05137
2024-06-22 19:15:49.734,824284,-0.03159,0.00357,0.76047,1.53629,1.02248,0,0.00000,1.54985,1.62909,1.59598,0.52788,0.05144
2024-06-22 19:15:49.742,824285,-0.03166,0.00342,0.76052,1.53625,1.02246,0,-0.00000,1.55009,1.62919,1.59600,0.52815,0.05165
