CurrentTime ,Frame, Theta1[rad], Theta2[rad], Theta3[rad], Theta4[rad], Wire[m], ControlSW, Theta.xboom [m], Theta.yboom [m], Theta.zboom [m], Theta.Xload [m], Theta.yload [m], Theta.Zload [m]
2024-06-22 18:46:31.368,613281,-0.03376,0.00153,0.76047,1.57276,1.01801,0,-0.00000,1.54979,1.62905,1.59468,0.53236,-0.00469
2024-06-22 18:46:31.376,613282,-0.03364,0.00151,0.76045,1.57277,1.01803,0,-0.00000,1.54975,1.62906,1.59482,0.53230,-0.00468
2024-06-22 18:46:31.384,613283,-0.03351,0.00152,0.76044,1.57277,1.01803,0,0.00000,1.54971,1.62906,1.59495,0.53225,-0.00470
2024-06-22 18:46:31.393,613284,-0.03346,0.00156,0.76044,1.57275,1.01805,0,0.00000,1.54972,1.62906,1.59500,0.53225,-0.00470
2024-06-22 18:46:31.402,613285,-0.03346,0.00162,0.76048,1.57272,1.01807,0,0.00000,1.54981,1.62905,1.59498,0.53231,-0.00472
2024-06-22 18:46:31.410,613286,-0.03361,0.00185,0.76051,1.57268,1.01823,0,-0.00000,1.54989,1.62901,1.59479,0.53223,-0.00488
2024-06-22 18:46:31.419,613287,-0.03360,0.00191,0.76055,1.57266,1.01823,0,-0.00000,1.54996,1.62897,1.59476,0.53231,-0.00491
2024-06-22 18:46:31.426,613288,-0.03358,0.00196,0.76057,1.57263,1.01821,0,0.00000,1.55000,1.62896,1.59476,0.53237,-0.00493
2024-06-22 18:46:31.435,613289,-0.03353,0.00200,0.76056,1.57262,1.01818,0,-0.00000,1.54999,1.62896,1.59482,0.53238,-0.00495
2024-06-22 18:46:31.444,613290,-0.03346,0.00201,0.76056,1.57263,1.01818,0,-0.00000,1.54999,1.62896,1.59489,0.53238,-0.00496
2024-06-22 18:46:31.451,613291,-0.03336,0.00201,0.76055,1.57264,1.01815,0,-0.00000,1.54996,1.62897,1.59501,0.53238,-0.00499
2024-06-22 18:46:31.460,613292,-0.03323,0.00194,0.76053,1.57269,1.01814,0,-0.00000,1.54991,1.62899,1.59516,0.53233,-0.00499
2024-06-22 18:46:31.468,613293,-0.03290,0.00175,0.76049,1.57273,1.01797,0,-0.00000,1.54981,1.62902,1.59553,0.53239,-0.00486
2024-06-22 18:46:31.477,613294,-0.03273,0.00168,0.76046,1.57278,1.01799,0,-0.00000,1.54976,1.62904,1.59573,0.53231,-0.00488
2024-06-22 18:46:31.485,613295,-0.03256,0.00171,0.76045,1.57278,1.01802,0,-0.00000,1.54972,1.62906,1.59590,0.53224,-0.00490
2024-06-22 18:46:31.493,613296,-0.03248,0.00175,0.76045,1.57276,1.01805,0,0.00000,1.54973,1.62906,1.59599,0.53223,-0.00492
2024-06-22 18:46:31.501,613297,-0.03244,0.00180,0.76046,1.57275,1.01804,0,-0.00000,1.54975,1.62905,1.59602,0.53225,-0.00495
2024-06-22 18:46:31.510,613298,-0.03243,0.00186,0.76048,1.57274,1.01802,0,-0.00000,1.54979,1.62904,1.59602,0.53231,-0.00499
2024-06-22 18:46:31.518,613299,-0.03241,0.00195,0.76050,1.57270,1.01801,0,-0.00000,1.54984,1.62900,1.59601,0.53237,-0.00502
2024-06-22 18:46:31.526,613300,-0.03246,0.00209,0.76052,1.57267,1.01806,0,-0.00000,1.54990,1.62899,1.59594,0.53238,-0.00511
2024-06-22 18:46:31.536,613301,-0.03258,0.00229,0.76055,1.57265,1.01821,0,-0.00000,1.54996,1.62896,1.59578,0.53228,-0.00529
2024-06-22 18:46:31.543,613302,-0.03257,0.00236,0.76057,1.57263,1.01821,0,-0.00000,1.55000,1.62895,1.59579,0.53233,-0.00533
2024-06-22 18:46:31.552,613303,-0.03252,0.00240,0.76057,1.57263,1.01819,0,-0.00000,1.55002,1.62895,1.59584,0.53237,-0.00537
2024-06-22 18:46:31.559,613304,-0.03243,0.00242,0.76057,1.57263,1.01820,0,-0.00000,1.55002,1.62895,1.59594,0.53235,-0.00539
2024-06-22 18:46:31.569,613305,-0.03229,0.00240,0.76054,1.57265,1.01819,0,-0.00000,1.54994,1.62897,1.59609,0.53228,-0.00540
2024-06-22 18:46:31.576,613306,-0.03199,0.00226,0.76051,1.57266,1.01804,0,-0.00000,1.54986,1.62900,1.59643,0.53235,-0.00527
2024-06-22 18:46:31.584,613307,-0.03180,0.00220,0.76047,1.57269,1.01801,0,-0.00000,1.54979,1.62904,1.59666,0.53230,-0.00526
2024-06-22 18:46:31.594,613308,-0.03169,0.00218,0.76046,1.57272,1.01801,0,-0.00000,1.54977,1.62905,1.59678,0.53227,-0.00529
2024-06-22 18:46:31.602,613309,-0.03161,0.00218,0.76047,1.57274,1.01803,0,0.00000,1.54979,1.62905,1.59687,0.53227,-0.00533
2024-06-22 18:46:31.610,613310,-0.03156,0.00223,0.76049,1.57272,1.01804,0,0.00000,1.54983,1.62904,1.59691,0.53230,-0.00535
2024-06-22 18:46:31.618,613311,-0.03155,0.00228,0.76049,1.57271,1.01800,0,-0.00000,1.54983,1.62904,1.59691,0.53234,-0.00538
2024-06-22 18:46:31.626,613312,-0.03164,0.00244,0.76050,1.57267,1.01808,0,0.00000,1.54985,1.62901,1.59679,0.53228,-0.00548
2024-06-22 18:46:31.634,613313,-0.03169,0.00257,0.76053,1.57264,1.01812,0,-0.00000,1.54991,1.62898,1.59672,0.53231,-0.00556
2024-06-22 18:46:31.643,613314,-0.03176,0.00273,0.76056,1.57261,1.01817,0,0.00000,1.54999,1.62896,1.59663,0.53233,-0.00567
2024-06-22 18:46:31.651,613315,-0.03151,0.00266,0.76064,1.57269,1.01812,0,0.00000,1.55002,1.62872,1.59664,0.53241,-0.00573
2024-06-22 18:46:31.660,613316,-0.03143,0.00270,0.76065,1.57269,1.01812,0,0.00000,1.55003,1.62872,1.59672,0.53242,-0.00577
2024-06-22 18:46:31.668,613317,-0.03146,0.00278,0.76057,1.57261,1.01814,0,-0.00000,1.55002,1.62896,1.59693,0.53239,-0.00573
2024-06-22 18:46:31.676,613318,-0.03127,0.00272,0.76053,1.57265,1.01807,0,0.00000,1.54991,1.62899,1.59716,0.53234,-0.00572
2024-06-22 18:46:31.685,613319,-0.03100,0.00261,0.76049,1.57269,1.01796,0,0.00000,1.54982,1.62902,1.59746,0.53235,-0.00568
2024-06-22 18:46:31.694,613320,-0.03090,0.00257,0.76047,1.57274,1.01798,0,0.00000,1.54978,1.62905,1.59760,0.53229,-0.00571
2024-06-22 18:46:31.702,613321,-0.03078,0.00259,0.76046,1.57276,1.01799,0,-0.00000,1.54976,1.62906,1.59773,0.53226,-0.00576
2024-06-22 18:46:31.711,613322,-0.03069,0.00262,0.76045,1.57276,1.01799,0,0.00000,1.54975,1.62906,1.59782,0.53224,-0.00581
2024-06-22 18:46:31.718,613323,-0.03063,0.00264,0.76044,1.57278,1.01796,0,0.00000,1.54972,1.62906,1.59788,0.53224,-0.00586
2024-06-22 18:46:31.727,613324,-0.03060,0.00271,0.76044,1.57278,1.01795,0,-0.00000,1.54972,1.62906,1.59791,0.53225,-0.00592
2024-06-22 18:46:31.734,613325,-0.03061,0.00283,0.76046,1.57275,1.01793,0,-0.00000,1.54976,1.62904,1.59788,0.53231,-0.00599
2024-06-22 18:46:31.743,613326,-0.03074,0.00305,0.76051,1.57270,1.01804,0,0.00000,1.54987,1.62900,1.59770,0.53232,-0.00615
2024-06-22 18:46:31.751,613327,-0.03076,0.00318,0.76056,1.57266,1.01806,0,-0.00000,1.54998,1.62896,1.59764,0.53240,-0.00621
2024-06-22 18:46:31.760,613328,-0.03079,0.00335,0.76057,1.57263,1.01809,0,0.00000,1.55000,1.62895,1.59760,0.53240,-0.00633
2024-06-22 18:46:31.769,613329,-0.03071,0.00341,0.76056,1.57262,1.01810,0,0.00000,1.54999,1.62895,1.59768,0.53237,-0.00638
2024-06-22 18:46:31.777,613330,-0.03058,0.00341,0.76054,1.57264,1.01810,0,-0.00000,1.54992,1.62897,1.59784,0.53230,-0.00641
2024-06-22 18:46:31.784,613331,-0.03046,0.00338,0.76051,1.57267,1.01812,0,0.00000,1.54986,1.62899,1.59798,0.53222,-0.00643
2024-06-22 18:46:31.793,613332,-0.03031,0.00332,0.76049,1.57269,1.01806,0,0.00000,1.54982,1.62901,1.59815,0.53224,-0.00641
2024-06-22 18:46:31.802,613333,-0.03008,0.00323,0.76049,1.57273,1.01801,0,-0.00000,1.54983,1.62904,1.59841,0.53229,-0.00637
2024-06-22 18:46:31.810,613334,-0.02998,0.00322,0.76045,1.57274,1.01795,0,0.00000,1.54974,1.62905,1.59853,0.53225,-0.00639
2024-06-22 18:46:31.818,613335,-0.02991,0.00323,0.76044,1.57276,1.01793,0,0.00000,1.54969,1.62906,1.59861,0.53222,-0.00642
2024-06-22 18:46:31.826,613336,-0.02990,0.00327,0.76044,1.57275,1.01791,0,0.00000,1.54969,1.62905,1.59862,0.53224,-0.00645
2024-06-22 18:46:31.836,613337,-0.02993,0.00333,0.76046,1.57273,1.01791,0,0.00000,1.54975,1.62903,1.59857,0.53230,-0.00648
2024-06-22 18:46:31.844,613338,-0.02997,0.00346,0.76050,1.57268,1.01789,0,-0.00000,1.54983,1.62900,1.59849,0.53240,-0.00652
2024-06-22 18:46:31.852,613339,-0.03017,0.00369,0.76054,1.57263,1.01807,0,0.00000,1.54994,1.62897,1.59824,0.53234,-0.00669
2024-06-22 18:46:31.860,613340,-0.03019,0.00379,0.76057,1.57261,1.01809,0,0.00000,1.55001,1.62895,1.59821,0.53239,-0.00675
2024-06-22 18:46:31.868,613341,-0.03017,0.00387,0.76059,1.57258,1.01810,0,0.00000,1.55004,1.62894,1.59821,0.53241,-0.00679
2024-06-22 18:46:31.876,613342,-0.03018,0.00397,0.76058,1.57257,1.01815,0,-0.00000,1.55003,1.62894,1.59821,0.53236,-0.00687
2024-06-22 18:46:31.885,613343,-0.03013,0.00400,0.76057,1.57257,1.01814,0,-0.00000,1.55001,1.62895,1.59826,0.53234,-0.00690
2024-06-22 18:46:31.894,613344,-0.02991,0.00384,0.76056,1.57260,1.01800,0,-0.00000,1.54999,1.62896,1.59851,0.53245,-0.00679
2024-06-22 18:46:31.901,613345,-0.02976,0.00378,0.76052,1.57264,1.01793,0,-0.00000,1.54991,1.62899,1.59870,0.53244,-0.00680
2024-06-22 18:46:31.911,613346,-0.02968,0.00370,0.76048,1.57271,1.01789,0,0.00000,1.54981,1.62903,1.59881,0.53237,-0.00683
2024-06-22 18:46:31.918,613347,-0.02960,0.00370,0.76046,1.57274,1.01790,0,0.00000,1.54975,1.62905,1.59891,0.53231,-0.00688
2024-06-22 18:46:31.927,613348,-0.02958,0.00372,0.76044,1.57275,1.01787,0,-0.00000,1.54971,1.62906,1.59895,0.53230,-0.00691
2024-06-22 18:46:31.935,613349,-0.02959,0.00377,0.76046,1.57275,1.01788,0,0.00000,1.54975,1.62905,1.59892,0.53233,-0.00696
2024-06-22 18:46:31.943,613350,-0.02963,0.00385,0.76048,1.57273,1.01788,0,-0.00000,1.54981,1.62903,1.59887,0.53239,-0.00700
2024-06-22 18:46:31.951,613351,-0.02966,0.00395,0.76051,1.57268,1.01789,0,0.00000,1.54989,1.62900,1.59880,0.53245,-0.00704
2024-06-22 18:46:31.960,613352,-0.02973,0.00413,0.76055,1.57264,1.01796,0,-0.00000,1.54996,1.62898,1.59870,0.53245,-0.00714
2024-06-22 18:46:31.968,613353,-0.02986,0.00432,0.76057,1.57260,1.01809,0,-0.00000,1.55002,1.62896,1.59855,0.53239,-0.00728
2024-06-22 18:46:31.976,613354,-0.02993,0.00448,0.76058,1.57257,1.01815,0,-0.00000,1.55006,1.62896,1.59848,0.53237,-0.00740
2024-06-22 18:46:31.985,613355,-0.02993,0.00451,0.76059,1.57259,1.01815,0,-0.00000,1.55007,1.62896,1.59848,0.53239,-0.00745
2024-06-22 18:46:31.993,613356,-0.02983,0.00445,0.76057,1.57261,1.01811,0,0.00000,1.55003,1.62897,1.59860,0.53239,-0.00743
